Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Tuition_fees_up_to_date,Debtor,Scholarship_holder,Admission_grade,Age_at_enrollment,Gender,Status
8,13.41625,8,13.41625,1,0,1,133.3,17,0,Graduate
0,0.0,0,0.0,1,0,0,110.5,31,0,Dropout
6,11.333333333333334,5,13.0,1,0,1,102.5,32,0,Graduate
6,16.0,6,14.625,1,0,0,150.9,18,0,Dropout
5,11.0,6,10.166666666666666,1,1,0,106.6,31,0,Enrolled
6,12.857142857142858,5,12.4,1,0,0,118.3,20,1,Enrolled
0,0.0,0,0.0,0,0,0,117.9,40,1,Dropout
5,14.8,5,14.2,1,0,0,135.0,32,1,Graduate
1,13.0,2,14.0,0,0,0,120.0,40,1,Dropout
0,0.0,0,0.0,1,0,1,167.1,18,1,Graduate
4,10.0,1,10.0,0,1,0,115.8,28,1,Dropout
5,11.2,6,12.0,1,1,0,141.2,19,1,Graduate
6,11.833333333333334,3,13.0,1,0,1,118.4,19,1,Graduate
0,0.0,0,0.0,1,0,0,134.3,21,1,Dropout
2,10.5,0,0.0,1,0,0,128.7,22,1,Dropout
5,12.5,5,13.571428571428571,0,0,0,116.1,18,1,Dropout
0,0.0,0,0.0,1,0,0,100.0,27,1,Dropout
5,11.0,2,10.0,1,0,0,118.8,19,1,Enrolled
9,12.333333333333334,8,12.0,1,0,0,130.0,30,1,Graduate
0,0.0,1,10.0,1,0,0,150.0,28,1,Dropout
1,17.0,2,11.0,1,1,1,116.0,34,1,Enrolled
5,11.0,3,11.428571428571429,1,0,0,99.0,21,1,Enrolled
5,11.142857142857142,6,11.571428571428571,1,0,1,132.0,20,1,Graduate
5,12.166666666666666,5,12.0,0,0,0,125.0,31,1,Dropout
2,11.0,2,11.5,0,1,0,116.2,21,1,Dropout
1,11.0,3,10.666666666666666,0,0,0,100.0,27,1,Dropout
4,13.25,5,11.8,1,0,0,132.9,19,1,Graduate
0,0.0,1,10.0,1,0,0,132.5,21,1,Enrolled
2,12.5,0,0.0,0,0,0,140.0,21,1,Dropout
7,12.142857142857142,4,12.25,0,0,0,100.1,35,1,Dropout
3,12.0,3,11.333333333333334,1,0,0,128.2,28,1,Dropout
4,11.25,4,10.428571428571429,1,0,0,133.4,24,1,Enrolled
0,0.0,0,0.0,0,0,0,136.1,19,1,Dropout
5,12.4,4,13.0,0,1,0,123.0,20,1,Enrolled
6,12.833333333333334,6,12.666666666666666,1,0,1,130.3,20,1,Graduate
1,13.0,2,10.0,1,0,0,153.7,19,1,Enrolled
5,12.0,3,11.666666666666666,0,1,0,142.5,37,1,Dropout
2,12.0,1,13.0,1,0,0,114.6,19,1,Dropout
0,0.0,0,0.0,1,0,0,108.5,36,1,Dropout
0,0.0,0,0.0,1,0,0,140.0,29,1,Dropout
6,11.375,5,11.6,1,0,0,120.0,30,1,Graduate
2,12.0,0,0.0,1,1,0,120.0,32,1,Dropout
6,11.833333333333334,6,11.666666666666666,1,0,0,127.6,26,1,Enrolled
1,12.0,2,10.5,1,0,0,140.0,37,1,Dropout
3,12.0,2,11.0,1,0,0,111.3,27,1,Dropout
6,12.714285714285714,5,11.833333333333334,1,0,1,131.0,18,1,Graduate
8,15.3,8,15.3,1,0,1,139.5,18,1,Graduate
2,11.5,0,0.0,0,0,0,110.0,32,1,Dropout
1,13.0,3,12.6,1,0,0,130.0,20,1,Enrolled
0,0.0,0,0.0,1,0,0,115.0,22,1,Dropout
0,0.0,0,0.0,1,0,0,154.3,32,0,Dropout
4,11.0,5,12.0,1,0,0,135.0,21,0,Enrolled
3,12.666666666666666,5,13.125,0,0,0,115.2,19,0,Dropout
6,13.5,6,14.0,1,0,1,130.6,18,0,Graduate
5,12.0,5,11.4,1,0,1,117.4,18,0,Graduate
0,0.0,0,0.0,0,1,0,150.0,38,0,Dropout
5,11.8,4,10.5,1,0,0,131.3,21,0,Dropout
2,11.5,1,13.0,0,0,0,120.4,21,0,Dropout
2,11.5,3,12.0,1,0,0,113.6,26,1,Enrolled
6,14.616666666666667,6,14.616666666666667,1,0,0,125.0,19,0,Graduate
7,14.06,7,14.06,1,0,1,132.3,19,0,Enrolled
4,11.0,3,11.333333333333334,1,1,0,142.7,18,0,Dropout
0,0.0,0,0.0,1,0,0,130.0,25,0,Dropout
7,12.192307692307692,7,12.192307692307692,1,0,0,120.8,19,0,Graduate
6,12.833333333333334,6,12.333333333333334,1,0,1,130.3,18,0,Graduate
5,12.875,5,11.833333333333334,1,0,1,119.9,19,0,Graduate
6,12.166666666666666,6,12.5,1,0,1,110.5,22,0,Graduate
6,13.428571428571429,6,12.857142857142858,1,0,0,160.0,21,0,Graduate
6,14.5,6,14.666666666666666,1,0,1,118.6,21,0,Graduate
7,12.142857142857142,7,12.857142857142858,1,0,1,112.3,20,0,Graduate
4,11.25,3,11.714285714285714,1,0,0,124.4,19,0,Enrolled
6,13.9,6,13.9,1,0,0,125.0,18,0,Graduate
3,13.766666666666666,3,12.066666666666668,1,0,0,105.8,26,0,Dropout
13,11.615384615384617,11,12.545454545454543,1,0,0,121.5,31,0,Dropout
6,15.166666666666666,6,14.142857142857142,1,0,1,134.2,18,0,Graduate
0,0.0,0,0.0,1,0,0,130.0,35,0,Dropout
2,14.5,3,11.333333333333334,1,0,0,122.8,19,0,Enrolled
5,10.8,6,10.714285714285714,1,0,1,108.7,19,0,Graduate
7,13.995714285714287,8,14.955555555555556,1,0,0,136.7,18,0,Graduate
6,13.285714285714286,6,11.8,1,0,0,119.1,20,0,Graduate
12,12.75,11,13.25,1,0,1,151.3,19,0,Graduate
2,10.5,5,12.4,1,0,1,108.3,21,0,Enrolled
7,12.714285714285714,7,12.285714285714286,1,1,1,127.4,18,0,Graduate
8,12.88625,8,12.88625,1,0,0,124.0,23,0,Graduate
5,13.0,6,12.666666666666666,1,0,1,155.0,21,0,Graduate
5,12.2,5,11.2,1,0,1,114.0,19,0,Graduate
4,12.8,3,14.5,1,0,0,118.9,19,0,Enrolled
11,13.785714285714286,9,13.88888888888889,1,0,0,160.0,20,0,Graduate
0,0.0,4,13.25,1,0,0,126.1,18,0,Enrolled
8,14.50125,8,14.50125,1,0,1,136.5,18,0,Graduate
6,14.35,6,14.35,1,0,0,122.3,19,0,Graduate
6,11.5,6,12.333333333333334,1,0,1,128.0,21,0,Graduate
6,11.714285714285714,6,14.666666666666666,1,0,1,156.5,18,0,Graduate
6,13.571428571428571,5,13.6,1,0,0,125.7,20,0,Enrolled
5,13.0,6,13.666666666666666,1,0,0,143.0,18,0,Graduate
7,13.56875,8,14.02625,1,0,1,131.9,18,0,Graduate
5,10.2,4,11.25,1,0,0,113.7,32,0,Enrolled
0,0.0,0,0.0,1,0,0,155.1,18,0,Graduate
5,12.2,5,11.8,1,0,0,121.1,19,0,Enrolled
8,14.15375,8,14.15375,1,0,1,130.3,18,0,Graduate
0,0.0,0,0.0,0,0,0,123.3,18,0,Dropout
6,13.833333333333334,6,12.833333333333334,1,0,0,117.4,20,0,Graduate
6,13.428571428571429,4,14.0,1,0,0,140.3,19,0,Enrolled
7,12.454285714285716,7,12.454285714285716,1,0,0,120.0,19,0,Graduate
1,11.0,0,0.0,1,0,0,133.4,18,0,Enrolled
0,0.0,0,0.0,1,0,0,126.7,18,0,Dropout
6,13.271666666666668,7,12.94375,1,0,1,129.3,18,0,Graduate
6,13.548333333333334,6,14.775,1,0,0,125.7,20,0,Enrolled
6,12.166666666666666,6,12.5,1,0,0,144.8,19,0,Enrolled
2,11.0,0,0.0,1,0,0,98.6,21,0,Dropout
7,13.285714285714286,7,14.428571428571429,1,0,1,126.9,19,0,Graduate
6,13.333333333333334,6,14.0,1,0,1,146.7,20,0,Graduate
8,13.2575,8,13.2575,1,0,1,117.0,21,0,Graduate
0,0.0,0,0.0,1,0,0,130.0,23,0,Dropout
6,12.666666666666666,2,11.5,0,0,1,125.8,18,0,Dropout
5,14.6,5,15.4,1,0,0,160.0,30,0,Dropout
0,0.0,0,0.0,1,0,0,134.2,20,0,Dropout
3,12.333333333333334,0,0.0,0,0,0,96.0,29,0,Dropout
5,10.8,2,11.0,1,0,0,101.8,24,0,Enrolled
6,11.666666666666666,6,11.333333333333334,1,0,0,125.2,20,0,Graduate
4,12.5,6,14.333333333333334,1,0,0,100.0,27,0,Dropout
0,0.0,0,0.0,1,0,0,140.0,23,0,Dropout
6,15.333333333333334,6,14.166666666666666,1,0,1,120.0,23,0,Graduate
7,14.2,7,14.2,1,0,0,134.3,18,0,Graduate
6,14.833333333333334,6,14.666666666666666,1,0,1,144.7,19,0,Graduate
7,13.642857142857142,8,14.3875,1,0,0,131.9,19,0,Dropout
6,13.833333333333334,6,14.0,1,0,1,136.7,18,0,Dropout
6,11.833333333333334,6,13.0,1,0,0,129.8,19,0,Graduate
6,13.428571428571429,6,13.5,1,0,1,146.5,18,0,Graduate
8,10.5,9,10.333333333333334,1,0,0,122.5,29,0,Enrolled
6,11.416666666666666,8,11.9625,1,0,0,117.8,24,0,Graduate
2,12.75,2,11.0,1,0,0,106.0,19,0,Dropout
6,11.15,7,12.814285714285717,1,0,0,119.0,19,0,Enrolled
3,11.666666666666666,5,13.625,1,0,0,115.1,19,0,Enrolled
6,11.5,5,12.4,1,0,0,116.9,20,0,Graduate
6,13.833333333333334,6,12.666666666666666,1,0,0,141.7,18,0,Graduate
6,11.714285714285714,4,11.333333333333334,0,0,0,127.7,18,0,Dropout
7,11.678571428571429,7,13.0375,1,0,1,122.1,19,0,Graduate
6,15.714285714285714,6,14.666666666666666,1,0,0,153.5,19,0,Dropout
0,0.0,0,0.0,1,0,1,141.4,18,0,Graduate
6,13.0,6,13.0,1,0,1,135.8,19,0,Graduate
7,14.485714285714286,8,14.58888888888889,1,0,1,127.5,18,0,Graduate
5,12.285714285714286,5,12.125,1,0,0,151.6,24,0,Enrolled
4,13.375,5,13.5,1,1,0,121.4,28,0,Enrolled
7,11.571428571428571,7,11.571428571428571,1,0,0,100.0,20,0,Graduate
7,12.657142857142857,7,12.657142857142857,1,0,1,131.5,19,0,Graduate
2,10.0,1,10.0,0,0,0,109.3,22,0,Dropout
6,13.714285714285714,6,13.166666666666666,1,0,0,127.9,19,0,Graduate
13,13.071428571428571,11,13.0,1,0,0,140.0,36,0,Graduate
6,15.333333333333334,6,14.0,1,0,1,160.0,19,0,Graduate
5,11.571428571428571,6,12.142857142857142,1,0,0,119.8,18,0,Graduate
0,0.0,0,0.0,0,0,0,153.0,40,0,Dropout
6,12.9,6,12.9,1,0,1,125.0,19,0,Graduate
5,13.126,5,13.126,1,0,0,103.7,38,0,Enrolled
4,11.5,3,11.666666666666666,1,0,0,120.0,32,0,Dropout
3,10.333333333333334,5,11.8,1,0,0,146.0,19,0,Enrolled
6,13.5,6,13.428571428571429,1,0,0,116.9,19,0,Graduate
0,0.0,0,0.0,1,0,0,117.9,35,0,Dropout
4,12.0,2,11.5,1,0,0,128.6,20,0,Enrolled
7,11.142857142857142,8,11.375,1,0,0,135.0,29,0,Graduate
5,11.4,4,10.25,1,0,0,124.6,29,0,Enrolled
7,12.771428571428572,7,12.771428571428572,1,0,1,124.0,19,0,Enrolled
7,13.79857142857143,7,13.79857142857143,1,0,1,129.5,18,0,Graduate
6,13.333333333333334,6,13.5,0,1,0,111.3,25,0,Graduate
0,0.0,0,0.0,0,1,0,95.0,50,0,Dropout
14,11.357142857142858,13,12.846153846153848,1,0,0,131.8,24,0,Dropout
0,0.0,0,0.0,1,0,0,119.1,18,0,Dropout
6,15.692307692307692,5,14.428571428571429,1,0,0,125.4,20,0,Graduate
18,15.052631578947368,13,14.538461538461538,1,1,1,140.7,20,0,Graduate
6,11.5,5,12.4,1,0,0,131.9,21,0,Dropout
7,11.0,1,10.0,1,1,0,124.0,28,1,Enrolled
6,13.0,6,13.166666666666666,1,0,1,139.2,19,1,Graduate
8,12.93875,8,12.93875,1,0,1,121.8,18,1,Graduate
0,0.0,0,0.0,1,0,0,132.9,22,1,Graduate
0,0.0,0,0.0,1,0,0,130.0,25,1,Dropout
5,13.0,5,12.88,0,0,0,130.1,37,1,Dropout
5,12.18,4,11.8125,0,0,0,124.5,38,1,Dropout
3,11.333333333333334,5,11.4,1,0,0,162.3,36,1,Dropout
7,13.0,7,13.0,1,0,0,137.8,18,1,Graduate
0,0.0,0,0.0,0,0,0,119.5,19,1,Dropout
2,12.5,3,12.333333333333334,1,1,0,110.0,24,1,Dropout
5,11.0,5,12.166666666666666,1,0,0,105.0,20,1,Graduate
0,0.0,0,0.0,1,0,0,142.8,21,1,Dropout
0,0.0,0,0.0,1,0,0,128.2,32,1,Dropout
0,0.0,1,10.0,1,0,0,120.0,39,1,Dropout
0,0.0,0,0.0,0,0,0,130.0,33,1,Dropout
5,12.4,4,10.75,1,0,1,121.7,20,1,Graduate
6,15.5,6,14.1,1,0,0,116.0,19,1,Graduate
2,11.5,3,10.8,0,0,0,133.2,43,1,Dropout
4,13.333333333333334,4,11.6,1,0,0,116.7,49,1,Dropout
6,12.666666666666666,6,13.5,1,0,1,126.4,18,1,Graduate
0,0.0,0,0.0,1,0,0,140.0,27,1,Enrolled
5,12.6,5,13.6,1,0,1,120.3,19,1,Dropout
6,13.5,0,0.0,1,1,1,118.0,45,1,Dropout
6,13.0,6,13.0,0,0,0,149.5,19,1,Graduate
6,11.714285714285714,4,11.75,1,0,1,130.0,21,1,Graduate
6,12.166666666666666,5,13.0,1,0,1,126.3,18,1,Graduate
0,0.0,0,0.0,1,0,0,116.2,18,1,Dropout
0,0.0,0,0.0,0,0,0,126.0,29,1,Dropout
5,11.5,5,11.6,1,0,0,122.3,19,1,Graduate
4,11.25,4,12.25,1,0,1,119.5,18,1,Enrolled
7,12.285714285714286,8,12.375,1,0,1,131.8,22,1,Graduate
7,12.718571428571428,8,12.805555555555555,1,0,1,130.7,18,1,Dropout
5,12.4,2,15.0,1,0,0,140.0,20,1,Enrolled
0,0.0,0,0.0,1,0,0,129.5,20,1,Dropout
1,14.0,0,0.0,1,1,1,130.0,29,1,Dropout
3,11.666666666666666,4,11.25,1,0,0,114.0,29,1,Dropout
1,13.0,4,11.25,1,0,0,121.0,23,1,Enrolled
0,0.0,0,0.0,1,1,0,116.4,19,1,Dropout
0,0.0,1,12.0,1,0,0,121.7,18,1,Dropout
4,11.5,2,12.5,1,0,0,130.0,22,1,Dropout
7,11.714285714285714,6,11.5,1,1,0,120.0,34,1,Dropout
5,12.6,5,13.714285714285714,1,0,0,125.0,26,1,Graduate
13,11.642857142857142,12,11.25,1,0,0,134.1,24,1,Dropout
6,14.875,6,13.428571428571429,1,0,1,149.5,17,1,Graduate
2,10.0,3,10.333333333333334,1,0,0,113.2,21,1,Enrolled
5,14.2,5,14.6,1,0,0,146.0,34,1,Enrolled
6,12.714285714285714,6,13.5,1,0,0,140.0,19,1,Graduate
5,11.6,5,11.2,0,1,0,162.4,49,1,Dropout
5,11.94,6,12.2,1,0,0,136.6,23,1,Dropout
4,11.6,3,14.2,1,0,0,111.0,18,1,Dropout
5,12.7,7,13.475,1,0,0,115.7,20,1,Enrolled
6,13.333333333333334,5,13.8,1,0,0,105.7,19,1,Graduate
8,13.333333333333334,9,13.11111111111111,1,0,0,128.2,24,1,Enrolled
5,13.4,5,15.0,1,0,0,137.0,18,1,Graduate
0,0.0,0,0.0,0,1,0,120.0,45,1,Dropout
2,11.0,0,0.0,1,0,0,120.5,30,1,Dropout
13,12.0,9,11.333333333333334,1,0,0,118.1,28,1,Dropout
0,0.0,0,0.0,1,0,0,139.0,40,1,Dropout
0,0.0,0,0.0,0,0,0,116.3,32,1,Dropout
4,12.5,4,10.25,1,0,0,120.5,19,1,Dropout
6,13.666666666666666,6,12.166666666666666,1,0,0,134.9,20,1,Graduate
1,10.0,0,0.0,1,0,0,123.0,18,1,Dropout
6,11.5,2,13.0,0,0,0,122.9,20,1,Dropout
4,12.25,4,12.75,1,0,0,140.0,39,1,Enrolled
5,13.6,5,13.666666666666666,0,0,0,122.5,19,1,Enrolled
2,10.5,3,11.333333333333334,1,0,0,121.5,38,1,Enrolled
6,13.266666666666666,6,13.266666666666666,1,0,1,132.3,18,1,Graduate
7,12.5125,8,14.1875,1,0,1,131.5,18,1,Graduate
0,0.0,0,0.0,1,0,0,128.2,28,1,Dropout
0,0.0,0,0.0,0,0,0,148.0,31,1,Dropout
6,13.483333333333334,6,13.483333333333334,1,0,0,121.5,23,1,Graduate
6,12.565,5,12.16,1,0,0,135.4,21,1,Enrolled
0,0.0,0,0.0,0,1,0,139.0,33,1,Dropout
3,13.0,3,11.666666666666666,1,0,0,113.4,22,1,Dropout
5,16.5,5,17.714285714285715,1,1,0,150.0,20,1,Dropout
6,13.166666666666666,5,13.2,1,1,0,122.0,19,1,Enrolled
6,13.8,6,13.142857142857142,1,0,0,150.0,20,1,Graduate
6,11.166666666666666,4,11.8,1,0,0,119.3,25,1,Enrolled
0,0.0,0,0.0,0,0,0,140.0,25,1,Dropout
6,12.666666666666666,6,12.142857142857142,1,0,0,125.0,19,1,Enrolled
5,12.6,4,14.5,1,0,0,140.7,20,1,Graduate
5,13.06,0,0.0,1,0,0,100.0,33,1,Enrolled
6,13.833333333333334,6,13.625,1,0,0,146.7,19,1,Graduate
0,0.0,0,0.0,1,0,0,96.0,31,1,Dropout
2,16.0,2,16.0,0,1,0,160.0,24,1,Dropout
0,0.0,0,0.0,0,1,0,130.0,23,1,Dropout
3,10.666666666666666,3,10.666666666666666,0,0,1,130.0,26,1,Dropout
18,14.5,18,14.5,1,0,0,140.0,38,1,Graduate
5,14.0,5,13.8,1,0,1,116.6,20,1,Graduate
3,13.333333333333334,5,13.571428571428571,1,0,0,120.5,20,1,Graduate
0,0.0,0,0.0,1,0,0,103.0,25,1,Dropout
5,12.0,4,11.2,1,0,0,111.9,19,1,Graduate
5,16.2,5,16.0,1,0,0,148.7,18,1,Graduate
7,10.285714285714286,5,10.6,1,0,0,120.0,28,1,Dropout
0,0.0,0,0.0,1,0,0,125.7,18,1,Enrolled
6,13.571428571428571,6,13.166666666666666,1,0,1,120.1,20,1,Graduate
6,14.285714285714286,6,14.857142857142858,1,0,0,127.8,18,1,Graduate
5,10.2,4,10.5,1,0,0,106.4,19,1,Graduate
2,10.25,2,10.25,1,1,0,100.0,24,1,Dropout
0,0.0,0,0.0,1,0,0,123.9,21,1,Dropout
6,14.833333333333334,6,14.833333333333334,1,0,1,139.5,20,1,Graduate
5,13.625,5,12.6,1,0,0,150.0,21,1,Graduate
7,12.271428571428572,7,13.657142857142857,1,1,0,139.8,24,1,Graduate
0,0.0,0,0.0,1,0,0,154.4,27,1,Dropout
4,12.5,5,10.5,0,1,0,115.5,19,1,Enrolled
9,13.22222222222222,7,13.142857142857142,1,0,0,119.0,39,1,Graduate
2,15.0,2,11.5,1,0,0,96.1,25,1,Dropout
0,0.0,0,0.0,0,0,0,130.0,18,1,Dropout
12,13.166666666666666,12,13.0,1,0,0,128.8,19,1,Graduate
5,13.833333333333334,4,14.0,1,0,1,126.8,21,1,Graduate
0,0.0,0,0.0,1,0,0,130.0,27,1,Dropout
0,0.0,0,0.0,1,0,0,116.7,19,1,Enrolled
7,13.154285714285717,7,13.154285714285717,1,0,0,125.5,18,1,Enrolled
9,12.333333333333334,6,13.166666666666666,1,0,0,110.0,27,1,Dropout
6,13.0,5,11.8,1,1,0,133.7,18,1,Dropout
2,11.5,5,11.4,1,0,0,117.6,19,1,Enrolled
3,13.25,1,12.0,1,0,0,140.0,19,1,Dropout
3,13.333333333333334,3,12.75,1,0,0,150.0,22,1,Enrolled
6,13.5,6,12.166666666666666,1,0,0,133.7,18,0,Graduate
6,12.666666666666666,5,12.8,1,0,1,137.0,18,0,Graduate
11,15.090909090909092,6,14.5,1,0,0,128.2,23,0,Dropout
0,0.0,0,0.0,0,1,0,129.2,20,1,Dropout
6,13.166666666666666,6,12.666666666666666,1,0,0,129.5,18,1,Graduate
6,12.833333333333334,6,12.833333333333334,1,0,0,129.6,18,1,Graduate
5,11.8,3,12.0,1,0,0,121.7,18,1,Enrolled
6,11.833333333333334,6,12.166666666666666,1,0,0,141.8,20,1,Graduate
5,12.8,3,12.75,1,0,0,129.8,20,1,Graduate
5,11.8,5,11.0,1,0,0,106.0,21,1,Dropout
0,0.0,0,0.0,1,0,0,121.6,22,1,Enrolled
5,15.8,5,14.571428571428571,1,0,0,121.5,20,1,Dropout
0,0.0,0,0.0,1,1,0,117.0,19,1,Enrolled
2,12.5,3,11.6,1,0,0,130.0,19,1,Enrolled
6,14.666666666666666,6,13.857142857142858,1,0,0,117.7,20,1,Graduate
4,12.5,2,12.0,1,0,0,140.0,19,1,Dropout
3,12.0,2,10.5,1,0,0,133.1,19,1,Dropout
7,13.142857142857142,6,11.833333333333334,1,1,0,100.0,24,1,Enrolled
3,12.666666666666666,4,11.142857142857142,1,1,0,119.1,18,1,Dropout
5,15.0,5,14.2,0,0,1,129.8,18,1,Enrolled
5,13.6,5,11.8,1,1,0,131.3,18,0,Dropout
6,12.5,6,13.833333333333334,1,0,0,136.7,18,0,Graduate
6,13.333333333333334,6,13.5,1,0,1,126.2,21,0,Graduate
4,12.25,5,11.0,1,0,0,109.6,18,0,Dropout
7,15.101428571428572,8,16.09375,1,0,1,131.9,18,0,Graduate
6,13.166666666666666,6,16.0,1,0,1,140.7,18,0,Graduate
4,11.0,0,0.0,1,0,0,120.7,23,0,Dropout
3,11.666666666666666,4,11.75,1,0,0,113.8,21,0,Graduate
1,10.0,1,13.0,1,0,0,121.0,20,0,Enrolled
7,11.571428571428571,2,11.0,1,0,0,112.4,26,0,Dropout
6,12.166666666666666,5,11.2,1,0,1,131.0,18,0,Enrolled
0,0.0,0,0.0,1,0,0,142.7,18,0,Dropout
6,13.833333333333334,6,14.285714285714286,0,0,1,125.5,19,0,Graduate
6,12.357142857142858,7,13.0,1,0,1,107.8,20,0,Graduate
6,12.166666666666666,2,10.333333333333334,0,1,0,110.4,19,0,Dropout
3,12.0,2,12.5,1,1,0,136.1,21,0,Enrolled
9,12.416666666666666,7,13.0,1,0,0,138.3,33,0,Graduate
4,12.75,4,12.75,1,0,0,142.3,18,0,Graduate
18,14.933333333333334,18,14.933333333333334,1,0,0,145.0,21,0,Graduate
6,13.0,6,11.666666666666666,1,0,0,125.7,19,0,Graduate
7,12.857142857142858,6,12.666666666666666,0,1,0,108.0,33,0,Enrolled
7,14.455000000000002,8,13.91,1,0,0,128.7,18,0,Graduate
6,14.0,6,13.285714285714286,1,0,1,128.0,18,0,Graduate
6,13.5,6,12.666666666666666,1,0,1,146.5,20,0,Graduate
0,0.0,0,0.0,0,0,0,106.1,20,0,Dropout
6,11.666666666666666,5,14.0,1,0,1,118.0,20,0,Graduate
4,12.0,5,13.333333333333334,1,0,1,117.0,19,0,Graduate
6,11.714285714285714,6,11.833333333333334,1,0,1,115.4,19,0,Graduate
6,12.666666666666666,6,12.428571428571429,1,0,0,117.0,21,0,Graduate
3,11.75,4,12.8,1,0,0,144.9,26,0,Enrolled
0,0.0,0,0.0,1,0,0,127.0,21,0,Dropout
7,12.328571428571427,7,12.328571428571427,1,0,0,118.0,18,0,Graduate
6,11.666666666666666,1,10.0,1,0,0,118.0,27,0,Dropout
12,13.25,11,12.727272727272728,1,0,1,126.4,20,0,Graduate
5,11.833333333333334,4,13.25,1,0,0,110.0,21,0,Enrolled
7,13.3,8,15.125,1,0,1,124.4,18,0,Graduate
6,12.555555555555555,5,11.8,1,0,0,140.0,20,0,Enrolled
6,12.833333333333334,6,12.166666666666666,1,0,0,129.4,18,0,Graduate
6,12.833333333333334,6,12.833333333333334,1,0,1,141.7,20,0,Graduate
3,12.666666666666666,3,13.0,1,0,1,132.1,19,0,Graduate
6,13.271428571428572,7,14.471428571428572,1,0,0,116.8,20,0,Graduate
5,12.4,5,12.833333333333334,1,0,1,135.0,20,0,Graduate
2,14.5,4,11.25,1,0,0,150.0,20,0,Enrolled
0,0.0,0,0.0,1,1,0,116.0,19,0,Dropout
6,14.285714285714286,6,13.25,1,0,0,155.0,18,0,Graduate
3,12.333333333333334,5,12.6,1,0,0,127.0,18,0,Graduate
6,12.583333333333334,7,12.671428571428573,1,0,1,130.8,19,0,Graduate
6,13.731666666666667,7,13.771428571428572,1,0,0,121.8,19,0,Dropout
6,12.875,5,12.142857142857142,1,0,0,140.0,43,1,Enrolled
8,14.625,5,13.4,1,0,0,148.5,47,1,Dropout
0,0.0,0,0.0,0,0,0,109.8,23,1,Dropout
6,12.666666666666666,6,12.666666666666666,1,1,1,119.7,19,0,Graduate
6,12.491666666666667,6,12.491666666666667,1,0,0,122.0,20,0,Graduate
12,13.666666666666666,11,14.166666666666666,1,0,1,147.5,19,0,Graduate
6,16.0,6,14.5,1,0,0,150.8,19,0,Graduate
6,14.142857142857142,6,13.0,1,0,0,150.0,19,0,Graduate
6,11.833333333333334,4,13.75,1,1,1,131.5,39,0,Graduate
6,12.666666666666666,6,13.0,1,0,1,127.2,20,0,Graduate
6,12.5,6,12.666666666666666,1,0,0,111.0,21,0,Graduate
9,10.88888888888889,4,11.25,0,1,0,119.9,22,0,Graduate
1,13.0,0,0.0,1,0,0,133.7,19,0,Dropout
6,15.166666666666666,6,16.0,1,0,0,140.0,22,0,Graduate
6,12.666666666666666,6,12.0,1,0,1,113.9,19,0,Graduate
0,0.0,0,0.0,1,1,0,120.7,18,1,Dropout
5,12.0,5,10.2,1,0,0,119.8,26,1,Enrolled
0,0.0,0,0.0,0,0,0,121.8,36,1,Dropout
0,0.0,0,0.0,1,1,1,117.7,20,1,Graduate
2,11.0,4,11.5,1,0,0,110.0,30,1,Dropout
6,15.714285714285714,6,15.9,1,0,0,134.4,24,1,Dropout
11,10.818181818181818,11,11.636363636363637,1,0,0,125.3,26,1,Dropout
1,12.0,0,0.0,0,0,0,119.1,19,1,Dropout
5,12.6,4,11.25,1,0,0,146.0,34,1,Graduate
1,13.0,3,14.0,1,0,0,130.0,33,1,Enrolled
5,11.6,4,10.75,1,0,0,122.0,19,1,Graduate
1,10.0,1,11.0,0,1,0,118.1,26,1,Dropout
1,14.0,0,0.0,1,0,0,105.2,29,1,Dropout
5,12.6,2,12.5,1,0,1,123.3,19,1,Dropout
0,0.0,0,0.0,1,0,0,124.8,18,1,Dropout
2,11.333333333333334,1,12.0,0,0,0,149.4,29,1,Dropout
6,12.666666666666666,5,11.4,1,0,0,108.5,21,1,Graduate
5,10.8,2,10.5,1,0,0,125.0,19,1,Enrolled
5,12.87857142857143,7,11.85625,1,0,0,101.0,20,1,Graduate
0,0.0,0,0.0,1,0,0,112.9,18,1,Dropout
6,12.833333333333334,5,11.4,1,0,0,120.2,18,1,Enrolled
5,12.6,3,12.833333333333334,1,1,1,111.6,21,1,Enrolled
0,0.0,0,0.0,1,0,0,134.1,20,1,Dropout
0,0.0,0,0.0,1,0,1,101.6,30,1,Dropout
6,14.166666666666666,6,14.0,1,0,0,111.9,19,1,Graduate
5,13.4,4,13.25,1,0,0,118.4,30,1,Dropout
5,11.2,4,11.25,1,0,1,127.1,22,1,Graduate
0,0.0,0,0.0,1,0,0,120.5,22,1,Graduate
6,12.666666666666666,5,11.8,0,1,0,136.1,19,1,Dropout
3,12.333333333333334,4,11.25,1,0,0,124.0,21,1,Dropout
4,12.25,5,12.0,1,0,0,141.6,21,1,Graduate
0,0.0,0,0.0,1,1,1,160.0,21,1,Dropout
3,10.75,3,10.333333333333334,1,0,0,110.0,27,1,Dropout
0,0.0,0,0.0,1,0,0,100.0,32,1,Dropout
0,0.0,0,0.0,0,1,0,120.0,40,1,Dropout
2,14.333333333333334,2,12.5,1,0,0,124.8,20,1,Enrolled
2,11.5,2,11.5,1,0,0,140.0,20,1,Dropout
